,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_lmt,attack_cat,Label,sIPtype,dIPtype
1530347,tcp,FIN,0.011794,2230,13586,31,29,7,11,-,1468543.4,8959810.0,34,36,255,255,1899656083,4062700976,66,377,0,0,20.305485,19.721445,0.348364,0.313235,0.001254,0.001139,0.000115,0,0,0.0,0,0,17,5,4,7,1,1,3,normal,0,ext,ext
499101,tcp,FIN,1.007515,1684,10168,31,29,3,5,http,12418.674,76258.914,14,18,255,255,868010394,3018641283,120,565,1,3924,8765.932,7675.9277,77.47177,59.23247,0.000713,0.000558,0.000155,0,0,1.0,0,0,1,2,5,4,1,1,4,normal,0,ext,ext
397241,tcp,FIN,0.033724,2958,32586,31,29,7,18,-,687225.75,7575614.0,48,50,255,255,3528380812,1383250668,62,652,0,0,58.56459,56.808384,0.71,0.677673,0.000636,0.000512,0.000124,0,0,0.0,0,0,20,23,22,21,3,3,10,normal,0,ext,ext
1303235,tcp,FIN,0.193965,37222,3380,31,29,18,8,smtp,1505714.9,136107.03,52,42,255,255,4240862563,2096430304,716,80,0,0,454.59232,15.620469,3.795059,4.718976,0.00061,0.000483,0.000127,0,0,0.0,0,0,1,1,6,3,1,1,1,normal,0,ext,ext
466133,tcp,FIN,1.00576,1580,10168,31,29,3,5,http,11525.613,76391.984,12,18,255,255,788822840,2939428577,132,565,1,3924,9529.9795,7674.586,91.40082,59.128,0.000736,0.00058,0.000156,0,0,1.0,0,0,2,3,1,4,1,1,1,normal,0,ext,ext
203910,tcp,FIN,1.298672,1684,10168,31,29,3,5,http,9634.458,59161.977,14,18,255,255,3396012935,1332683306,120,565,1,3924,8956.627,7839.571,99.871544,76.36041,0.00069,0.000538,0.000152,0,0,1.0,0,0,1,4,5,4,1,1,1,normal,0,ext,ext
1795702,tcp,FIN,1.655699,2934,3740,31,29,11,15,ftp,13905.909,17737.523,52,54,255,255,334886991,2492038181,56,69,0,0,2873.6438,74.14767,32.458256,31.229189,0.000687,0.000548,0.000139,0,0,0.0,1,1,1,1,3,5,1,1,3,normal,0,ext,ext
1029239,tcp,FIN,0.336272,320,1826,31,29,1,2,ftp-data,6352.001,38016.844,6,8,255,255,3718045615,4057086336,53,228,0,0,4741.7295,117.20534,67.192,47.968,0.000623,0.000492,0.000131,0,0,0.0,0,0,3,3,3,3,1,1,4,normal,0,ext,ext
1945808,tcp,FIN,1.005815,1580,10168,31,29,3,5,http,11524.981,76387.805,12,18,255,255,4164325818,4161153605,132,565,1,3924,9529.869,7675.3677,91.405815,59.134644,0.000648,0.000522,0.000126,0,0,1.0,0,0,1,1,1,1,1,1,1,normal,0,ext,ext
400653,udp,CON,0.001088,146,178,31,29,0,0,dns,536764.7,654411.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,1,3,3,1,1,1,1,normal,0,ext,ext
149248,tcp,FIN,0.072926,5486,95318,31,29,7,42,-,595562.6,10349779.0,96,98,255,255,3466250972,3466578675,57,973,0,0,44.92872,44.160873,0.764042,0.744598,0.000819,0.000689,0.00013,0,0,0.0,0,0,19,9,4,11,1,1,1,normal,0,ext,ext
811374,tcp,FIN,1.178238,1684,10168,31,29,3,5,http,10619.246,65209.234,14,18,255,255,3442116755,1300869751,120,565,1,3924,8854.367,7753.1187,90.60508,69.2757,0.000693,0.000546,0.000147,0,0,1.0,0,0,2,2,5,1,1,1,1,normal,0,ext,ext
436069,tcp,FIN,0.014007,2646,25418,31,29,7,15,-,1475262.4,14187763.0,42,44,255,255,1527573550,1527887546,63,578,0,0,19.481071,18.873362,0.333,0.31186,0.000723,0.000587,0.000136,0,0,0.0,0,0,9,9,3,2,1,1,2,normal,0,ext,ext
686588,tcp,FIN,0.076253,12648,13306,31,29,35,33,ssh,1316459.8,1384968.5,126,126,255,255,1688202172,1688554978,100,106,0,0,92.13509,0.0,0.610024,0.618197,0.000832,0.000674,0.000158,0,0,0.0,0,0,1,1,1,4,1,1,1,normal,0,ext,ext
517459,udp,CON,0.001072,146,178,31,29,0,0,dns,544776.1,664179.1,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.009,0.0,0.0,0.0,0,0,0.0,0,0,4,3,3,7,2,1,1,normal,0,ext,ext
1350636,tcp,FIN,0.407312,5120,3080,31,29,7,7,-,96987.08,58490.79,28,30,255,255,1246823466,1479024767,183,103,0,0,868.75244,22.378908,15.072926,14.025862,0.000707,0.000558,0.000149,0,0,0.0,0,0,7,5,5,9,1,1,4,normal,0,ext,ext
300800,tcp,FIN,0.013013,2334,16734,31,29,7,12,-,1395527.6,10017060.0,36,38,255,255,4047004545,4047292212,65,440,0,0,23.941114,22.582773,0.362086,0.336838,0.000679,0.00054,0.000139,0,0,0.0,0,0,5,4,2,3,1,1,1,normal,0,ext,ext
64545,udp,CON,0.001044,146,178,31,29,0,0,dns,559386.94,681992.3,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.008,0.0,0.0,0.0,0,0,0.0,0,0,4,3,2,7,2,1,2,normal,0,ext,ext
450802,tcp,FIN,0.025038,3390,44988,31,29,7,22,-,1063982.8,14126687.0,56,58,255,255,3541003139,1395888588,61,776,0,0,25.158197,24.759441,0.449309,0.429053,0.000719,0.000577,0.000142,0,0,0.0,0,0,5,2,2,4,1,1,1,normal,0,ext,ext
1211132,tcp,FIN,6.896301,13350,548216,31,29,21,197,-,15420.441,634502.5,232,438,255,255,3951029952,3978317654,58,1252,0,0,10891.826,7919.177,29.852749,15.779868,0.000621,0.000491,0.00013,0,0,0.0,0,0,5,11,2,2,1,1,3,normal,0,ext,ext
589656,tcp,FIN,0.003829,1036,824,31,29,2,2,http,1895011.8,1550274.2,8,10,255,255,1801951359,3948356882,130,82,1,83,31.656021,0.66331,0.497857,0.370444,0.000628,0.00049,0.000138,0,0,1.0,0,0,2,1,5,5,1,1,4,normal,0,ext,ext
809230,udp,CON,0.001461,146,178,31,29,0,0,dns,399726.22,487337.47,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.008,0.002,0.0,0.0,0.0,0,0,0.0,0,0,2,5,9,11,2,1,2,normal,0,ext,ext
1632451,tcp,FIN,1.939644,2934,3742,31,29,11,15,ftp,11870.22,15149.172,52,54,255,255,3270402680,1238752427,56,69,0,0,2786.7725,82.4496,38.026234,36.58802,0.000596,0.000476,0.00012,0,0,0.0,1,1,2,1,2,4,1,1,6,normal,0,ext,ext
1097164,tcp,FIN,0.667776,12472,12716,31,29,17,17,ssh,147282.92,149810.72,70,60,255,255,3758153930,3758431037,178,212,0,0,641.46173,694.4009,9.677913,11.307424,0.000638,0.000508,0.00013,0,0,0.0,0,0,1,1,2,4,1,1,1,normal,0,ext,ext
941146,tcp,FIN,0.021124,1540,1644,31,29,4,4,-,546866.1,588146.2,16,18,255,255,4121847633,1976744407,96,91,0,0,83.05915,2.432734,1.385333,1.217059,0.000555,0.00043,0.000125,0,0,0.0,0,0,6,11,7,6,4,1,4,normal,0,ext,ext
1076275,tcp,FIN,0.021985,3390,44134,31,29,7,22,-,1211735.2,15783125.0,56,58,255,255,2187265375,42119462,61,761,0,0,0.0,21.16221,0.394109,0.376035,0.000674,0.000548,0.000126,0,0,0.0,0,0,7,5,1,5,1,1,3,normal,0,ext,ext
832751,tcp,FIN,1.158788,1580,7488,31,29,3,4,http,10003.556,48464.43,12,16,255,255,4174756137,4203360526,132,468,1,3924,10724.515,8605.98,105.31264,77.2162,0.000673,0.000541,0.000132,0,0,1.0,0,0,3,2,3,3,1,1,2,normal,0,ext,ext
1674776,tcp,FIN,0.027272,1064,2364,31,29,4,4,-,286300.97,644177.2,12,14,255,255,3285385596,1140298780,89,169,0,0,232.25243,6.104644,2.448636,2.053692,0.000695,0.000565,0.00013,0,0,0.0,0,0,4,4,4,1,1,1,1,normal,0,ext,ext
368620,tcp,FIN,2.627897,12830,548216,31,29,21,197,-,38884.324,1665103.2,222,438,255,255,51949987,78053004,58,1252,0,0,2523.1658,1797.8428,11.889461,6.01222,0.000681,0.000555,0.000126,0,0,0.0,0,0,10,10,3,3,1,1,1,normal,0,ext,ext
1202794,udp,CON,0.001088,146,178,31,29,0,0,dns,536764.7,654411.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,0,4,1,5,3,1,1,2,normal,0,ext,ext
444678,udp,CON,0.001716,528,304,31,29,0,0,-,1846153.9,1062937.0,4,4,0,0,0,0,132,76,0,0,0.602221,0.319854,0.431333,0.230667,0.0,0.0,0.0,0,0,0.0,0,0,12,10,5,8,1,1,3,normal,0,ext,ext
1387190,udp,CON,0.001038,146,178,31,29,0,0,dns,562620.44,685934.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.009,0.007,0.0,0.0,0.0,0,0,0.0,0,0,2,2,2,2,1,1,2,normal,0,ext,ext
1553029,udp,CON,0.001063,146,178,31,29,0,0,dns,549388.56,669802.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.002,0.008,0.0,0.0,0.0,0,0,0.0,0,0,1,2,1,3,1,1,1,normal,0,ext,ext
890378,tcp,FIN,10.809476,18578,1087900,31,29,2,370,http,5753.999,337456.75,348,746,255,255,1758824025,1789926207,53,1458,1,524288,3964.4292,2634.696,74.2235,34.57098,0.000763,0.000609,0.000154,0,0,1.0,0,0,3,5,7,2,2,1,1,normal,0,ext,ext
630228,udp,CON,0.001096,146,178,31,29,0,0,-,532846.75,649635.06,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,9,11,3,3,2,1,2,normal,0,ext,ext
796474,tcp,FIN,0.048455,2752,64718,31,29,6,26,-,442472.4,10523248.0,38,66,255,255,290447778,2443551421,72,981,0,0,71.71118,50.886993,1.300487,0.737462,0.000652,0.000517,0.000135,0,0,0.0,0,0,7,9,6,9,6,1,6,normal,0,ext,ext
1038645,tcp,FIN,0.013907,2438,19266,31,29,7,13,-,1365643.1,10806069.0,38,40,255,255,2589939502,2614822251,64,482,0,0,27.208614,25.718452,0.367351,0.343564,0.000628,0.000505,0.000123,0,0,0.0,0,0,5,3,4,6,1,1,1,normal,0,ext,ext
113744,udp,CON,0.001309,146,178,31,29,0,0,dns,446142.1,543926.7,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.008,0.006,0.0,0.0,0.0,0,0,0.0,0,0,1,3,3,3,1,1,3,normal,0,ext,ext
1062880,tcp,FIN,0.637661,8928,320,31,29,4,1,ftp-data,104017.66,3349.7424,14,6,255,255,4214013787,4010249003,638,53,0,0,4320.293,181.1165,49.050846,127.41621,0.000566,0.000454,0.000112,0,0,0.0,0,0,1,2,4,7,1,1,2,normal,0,ext,ext
666071,tcp,FIN,0.00486,3728,2456,31,29,7,7,-,5795884.5,3818929.8,18,18,255,255,2819212426,2826553719,207,136,0,0,13.156048,0.342269,0.267118,0.256294,0.000634,0.000499,0.000135,0,0,0.0,0,0,15,8,7,8,1,1,3,normal,0,ext,ext
858485,tcp,FIN,0.066343,1958,2308,31,29,6,6,-,225374.19,266735.0,22,24,255,255,2112149223,2112441883,89,96,0,0,289.67902,275.61893,3.130714,2.860043,0.000935,0.000552,0.000383,0,0,0.0,0,0,7,8,4,4,1,1,1,normal,0,ext,ext
974830,tcp,FIN,0.158873,37390,3380,31,29,18,8,smtp,1846556.6,166170.45,52,42,255,255,2405803767,2406787400,719,80,0,0,368.89322,12.547585,3.107628,3.863854,0.000588,0.000449,0.000139,0,0,0.0,0,0,3,2,5,2,1,1,1,normal,0,ext,ext
389076,udp,CON,0.001073,130,162,31,29,0,0,dns,484622.53,603914.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.01,0.009,0.0,0.0,0.0,0,0,0.0,0,0,4,4,5,4,1,1,1,normal,0,ext,ext
1314288,tcp,FIN,1.066022,1684,10168,31,29,3,5,http,11737.093,72073.555,14,18,255,255,2685405064,541021307,120,565,1,3924,9161.897,8021.2407,81.97469,62.677177,0.000621,0.000507,0.000114,0,0,1.0,0,0,2,2,3,3,1,1,1,normal,0,ext,ext
1189328,tcp,FIN,0.018402,1540,1644,31,29,4,4,-,627757.8,675144.0,16,18,255,255,3244783101,3249289103,96,91,0,0,71.85206,2.061781,1.206133,1.055588,0.000569,0.000454,0.000115,0,0,0.0,0,0,6,10,5,7,4,1,6,normal,0,ext,ext
1571690,tcp,FIN,0.223616,424,8824,31,29,1,4,ftp-data,13272.753,289388.94,8,12,255,255,1349828011,3865972544,53,735,0,0,2170.8643,1727.1721,31.896856,20.28691,0.000572,0.000457,0.000115,0,0,0.0,0,0,2,2,6,3,1,1,3,normal,0,ext,ext
990361,tcp,FIN,0.013987,1540,1644,31,29,4,4,-,825909.75,888253.4,16,18,255,255,536128480,2691878792,96,91,0,0,61.67623,1.454714,0.909667,0.794588,0.00061,0.000475,0.000135,0,0,0.0,0,0,12,14,6,8,6,1,6,normal,0,ext,ext
1259346,tcp,FIN,0.057613,2766,26586,31,29,7,16,-,375470.8,3611546.0,44,46,255,255,445175093,2624757626,63,578,0,0,106.83837,94.16293,1.364119,1.123136,0.014013,0.00819,0.005823,0,0,0.0,0,0,4,5,1,4,1,1,1,normal,0,ext,ext
20669,tcp,FIN,0.019064,1540,1644,31,29,4,4,-,605958.9,651699.56,16,18,255,255,522095841,527185409,96,91,0,0,75.77417,2.157922,1.249267,1.093588,0.000602,0.000469,0.000133,0,0,0.0,0,0,12,11,6,8,6,1,6,normal,0,ext,ext
61663,tcp,FIN,1.005855,1684,10168,31,29,3,5,http,12439.169,76384.77,14,18,255,255,2641972491,2638728882,120,565,1,3924,8765.617,7674.6313,77.34446,59.137527,0.000652,0.00051,0.000142,0,0,1.0,0,0,2,3,2,2,1,1,1,normal,0,ext,ext
370336,tcp,FIN,1.004764,1580,10168,31,29,3,5,http,11537.038,76467.71,12,18,255,255,1094790558,3245378990,132,565,1,3924,9529.671,7674.0986,91.30709,59.072998,0.000649,0.000516,0.000133,0,0,1.0,0,0,1,2,6,2,1,1,1,normal,0,ext,ext
1001229,tcp,FIN,0.366433,528,8824,31,29,1,4,ftp-data,10392.077,176599.81,10,12,255,255,845836046,1261305641,53,735,0,0,3850.729,3467.729,40.670113,33.26327,0.000662,0.000529,0.000133,0,0,0.0,0,0,3,3,2,2,1,1,2,normal,0,ext,ext
846535,tcp,FIN,0.015999,2646,25470,31,29,7,15,-,1291580.6,12446778.0,42,44,255,255,3830017764,3830335673,63,579,0,0,24.118128,22.458841,0.38239,0.35814,0.000721,0.000589,0.000132,0,0,0.0,0,0,11,2,2,6,1,1,1,normal,0,ext,ext
1397424,udp,CON,0.001882,520,304,31,29,0,0,-,1657810.9,969181.7,4,4,0,0,0,0,130,76,0,0,0.681179,0.383961,0.484667,0.277,0.0,0.0,0.0,0,0,0.0,0,0,9,8,7,3,1,1,4,normal,0,ext,ext
503338,tcp,FIN,0.004982,496,324,31,30,2,2,-,664793.25,417503.0,6,5,255,255,726351607,730355352,83,65,0,0,10.507898,1.265983,0.1946,1.1065,0.00069,0.000551,0.000139,0,0,0.0,0,0,8,9,2,4,1,1,2,normal,0,ext,ext
149793,tcp,FIN,10.809476,18110,1012052,31,29,2,338,-,6787.685,379885.56,339,694,255,255,3950447055,3947230894,53,1458,0,0,8077.6816,5671.8403,62.96373,30.709263,0.000701,0.000552,0.000149,0,0,0.0,0,0,3,9,2,2,1,1,1,normal,0,ext,ext
1041948,udp,CON,0.000994,146,178,31,29,0,0,dns,587525.1,716297.8,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.001,0.008,0.0,0.0,0.0,0,0,0.0,0,0,4,2,4,4,2,1,4,normal,0,ext,ext
1639415,udp,CON,0.001051,146,178,31,29,0,0,dns,555661.3,677450.06,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.01,0.007,0.0,0.0,0.0,0,0,0.0,0,0,3,3,3,6,3,1,1,normal,0,ext,ext
763264,tcp,FIN,0.005918,2048,2410,31,29,6,7,-,2653599.2,3133491.0,24,26,255,255,4131606482,4131897447,85,93,0,0,14.911998,14.005148,0.240957,0.21276,0.000743,0.000589,0.000154,0,0,0.0,0,0,3,7,7,4,2,1,1,normal,0,ext,ext
1905215,tcp,FIN,0.012793,2334,16632,31,29,7,12,-,1419526.4,10127414.0,36,38,255,255,3020031737,890555886,65,438,0,0,0.0,20.761038,0.356657,0.331,0.000697,0.000543,0.000154,0,0,0.0,0,0,7,2,1,6,1,1,1,normal,0,ext,ext
1282782,tcp,FIN,0.116028,2958,33060,31,29,7,18,-,199744.89,2233874.5,48,50,255,255,3142231213,3219897323,62,661,0,0,0.0,160.42462,2.461149,2.356224,0.000709,0.00057,0.000139,0,0,0.0,0,0,5,2,1,5,1,1,1,normal,0,ext,ext
1450009,tcp,FIN,1.640072,1580,10168,31,29,3,5,http,7067.9824,46846.723,12,18,255,255,1333012684,1334005965,132,565,1,3924,11714.749,8605.98,149.06473,96.44547,0.000617,0.000496,0.000121,0,0,1.0,0,0,1,1,2,1,1,1,3,normal,0,ext,ext
803263,tcp,FIN,0.003875,1038,820,31,29,2,2,http,1876645.2,1523612.9,8,10,255,255,3629263096,3634533678,130,82,1,81,31.418337,0.661898,0.503857,0.369333,0.000693,0.000547,0.000146,0,0,1.0,0,0,3,2,1,11,2,1,1,normal,0,ext,ext
410923,tcp,FIN,1.011112,1684,10168,31,29,3,5,-,12374.495,75987.625,14,18,255,255,3006665364,858076912,120,565,1,3924,8774.802,7683.227,77.74946,59.446117,0.000666,0.000524,0.000142,0,0,1.0,0,0,8,9,21,9,5,5,5,normal,0,ext,ext
453584,tcp,FIN,1.004646,1684,10168,31,29,3,5,http,12454.139,76476.695,14,18,255,255,213689872,214831002,120,565,1,0,8765.449,7674.551,77.25346,59.06418,0.000725,0.00055,0.000175,0,0,1.0,0,0,1,1,4,5,1,1,1,normal,0,ext,ext
1401793,tcp,FIN,0.032871,2974,30612,31,29,7,18,-,708953.2,7301268.5,48,50,255,255,4281177662,4281429270,62,612,0,0,44.488728,44.310825,0.692553,0.688638,0.000949,0.0005,0.000449,0,0,0.0,0,0,11,2,3,12,1,1,1,normal,0,ext,ext
104756,tcp,FIN,0.066224,2048,2410,31,29,6,7,-,237134.56,280019.3,24,26,255,255,112622837,2258318453,85,93,0,0,286.01196,274.81348,2.863957,2.62368,0.000775,0.000621,0.000154,0,0,0.0,0,0,6,3,2,6,1,1,2,normal,0,ext,ext
1125749,tcp,FIN,0.088745,3390,43544,31,29,7,22,-,300185.94,3857704.8,56,58,255,255,1472836617,1592612878,61,751,0,0,0.0,85.21379,1.608145,1.545825,0.000766,0.00063,0.000136,0,0,0.0,0,0,6,7,5,2,1,1,2,normal,0,ext,ext
1208700,tcp,FIN,1.038014,1580,10168,31,29,3,5,http,11167.479,74018.266,12,18,255,255,3213920525,1069534438,132,565,1,3924,9693.419,7807.038,94.33382,61.02818,0.000658,0.000531,0.000127,0,0,1.0,0,0,4,2,7,6,2,1,8,normal,0,ext,ext
1914617,tcp,FIN,0.008892,1470,1728,31,29,5,4,-,1263157.9,1443994.6,22,14,255,255,2919274406,774179820,67,123,0,0,0.0,1.169364,0.423429,0.626692,0.000762,0.000618,0.000144,0,0,0.0,0,0,4,5,1,1,1,1,2,normal,0,ext,ext
264781,tcp,FIN,1.445533,8928,320,31,29,4,1,ftp-data,45884.805,1477.6556,14,6,255,255,1874481081,2452428065,638,53,0,0,9447.261,386.85815,111.19485,166.2804,0.00067,0.000494,0.000176,0,0,0.0,0,0,2,5,7,3,1,1,2,normal,0,ext,ext
1476129,tcp,FIN,1.005062,1580,10168,31,29,3,5,http,11533.617,76445.04,12,18,255,255,2407878933,263528939,132,565,1,3924,9528.867,7674.753,91.33391,59.09106,0.000634,0.000511,0.000123,0,0,1.0,0,0,2,1,1,2,2,1,1,normal,0,ext,ext
1077409,udp,CON,0.000994,146,178,31,29,0,0,dns,587525.1,716297.8,2,2,0,0,0,0,73,89,0,0,0.0,0.0,0.005,0.006,0.0,0.0,0.0,0,0,0.0,0,0,7,3,4,3,2,1,3,normal,0,ext,ext
456507,tcp,FIN,1.12456,12752,13306,31,29,35,33,ssh,90012.09,93910.51,128,126,255,255,424276139,424559153,100,106,0,0,579.4685,589.8577,8.854803,8.990784,0.000752,0.000574,0.000178,0,0,0.0,0,0,1,1,1,1,1,1,1,normal,0,ext,ext
566749,tcp,FIN,1.009081,1684,10168,31,29,3,5,http,12399.401,76140.57,14,18,255,255,87040640,2233425985,120,565,1,3924,8765.12,7674.9106,77.59438,59.32841,0.000626,0.000494,0.000132,0,0,1.0,0,0,1,2,4,5,1,1,2,normal,0,ext,ext
1169663,tcp,FIN,0.222339,8928,320,31,29,4,1,ftp-data,298319.22,9606.951,14,6,255,255,866374431,1172975055,638,53,0,0,1578.0974,67.53181,17.103,44.3368,0.000664,0.00054,0.000124,0,0,0.0,0,0,6,6,6,6,1,1,9,normal,0,ext,ext
1609105,tcp,FIN,0.710071,1576,268,254,252,2,1,http,15987.133,2523.6912,10,6,255,255,3894434615,3228096416,158,45,1,0,4101.198,211.46951,76.64089,127.89,0.14356,0.070613,0.072947,0,1,1.0,0,0,1,1,1,1,1,1,1,DoS,1,ext,ext
1144429,tcp,FIN,4.099524,904,354,254,252,2,1,http,1588.477,604.9483,10,8,255,255,3467837789,940984560,90,44,1,0,11714.749,1006.3969,206.36581,166.2804,0.18573074,0.098008,0.071771,0,1,1.0,0,0,1,1,1,9,1,1,1,Exploits,1,ext,ext
702608,tcp,FIN,0.004325,1036,2262,31,29,4,4,-,1757225.4,3836300.5,12,12,255,255,1043857724,3189542808,86,189,0,0,17.821896,0.401063,0.355636,0.336455,0.000771,0.000613,0.000158,0,0,0.0,0,0,11,6,3,2,1,1,1,normal,0,ext,ext
614626,tcp,FIN,0.023738,1540,1644,31,29,4,4,-,486645.88,523380.22,16,18,255,255,3079661172,3084587438,96,91,0,0,98.722885,2.628765,1.5604,1.368588,0.000595,0.000469,0.000126,0,0,0.0,0,0,8,10,7,10,6,1,6,normal,0,ext,ext
1667988,tcp,FIN,0.042064,2974,33118,31,29,7,18,-,554012.94,6172689.0,48,50,255,255,4061629169,1963791579,62,662,0,0,0.0,61.052162,0.888553,0.865708,0.000626,0.000507,0.000119,0,0,0.0,0,0,6,4,5,4,1,1,1,normal,0,ext,ext
9433,tcp,FIN,0.032326,7816,15092,31,29,30,32,-,1918455.6,3705500.0,122,126,255,255,1265162266,3411698528,64,120,0,0,16.559277,14.454351,0.264289,0.254016,0.0007,0.00057,0.00013,0,0,0.0,0,0,6,12,1,6,1,1,1,normal,0,ext,ext
196519,udp,CON,0.001115,130,162,31,29,0,0,dns,466367.72,581165.94,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.009,0.0,0.0,0.0,0,0,0.0,0,0,4,4,4,1,1,1,1,normal,0,ext,ext
880463,tcp,FIN,0.029141,37244,3380,31,29,18,8,smtp,10027933.0,905940.1,52,42,255,255,6926657,2153252120,716,80,0,0,33.271683,1.49663,0.56449,0.699219,0.000587,0.000466,0.000121,0,0,0.0,0,0,1,1,2,1,1,1,1,normal,0,ext,ext
284104,tcp,FIN,0.025944,2750,26406,31,29,7,16,-,828862.2,7965464.0,44,46,255,255,3773276422,3773598592,63,574,0,0,39.98863,39.172337,0.595116,0.576364,0.000699,0.000574,0.000125,0,0,0.0,0,0,4,3,1,3,1,1,1,normal,0,ext,ext
1481117,tcp,FIN,0.834526,1612,436,254,252,3,2,-,14168.521,3661.959,12,8,255,255,757269407,3213097698,134,55,0,0,3892.8875,136.34335,70.07609,108.70371,0.153858,0.073592,0.080266,0,1,0.0,0,0,1,2,2,1,1,1,1,Generic,1,ext,ext
1839905,tcp,FIN,0.016785,2958,32796,31,29,7,18,-,1380756.6,15318916.0,48,50,255,255,1080024558,3237670129,62,656,0,0,19.95941,19.37555,0.357587,0.333122,0.000578,0.000459,0.000119,0,0,0.0,0,0,2,2,2,1,1,1,1,normal,0,ext,ext
1529963,tcp,RST,0.138895,258,86,254,60,1,1,-,12383.455,2476.691,6,2,255,255,838360788,1763987881,43,43,0,0,1783.801,0.0,27.779,0.009,0.125421,0.05828,0.067141,0,0,0.0,0,0,26,25,5,5,5,1,25,normal,0,ext,ext
992489,tcp,FIN,0.034327,3390,42312,31,29,7,22,-,776065.5,9691030.0,56,58,255,255,2231128619,81834410,61,730,0,0,36.05663,34.39958,0.6176,0.592632,0.000659,0.000537,0.000122,0,0,0.0,0,0,3,4,2,2,1,1,1,normal,0,ext,ext
70999,tcp,FIN,0.068219,2870,27770,31,29,7,16,-,329292.44,3185857.5,46,46,255,255,3351992017,1206927465,62,604,0,0,96.52325,2.69375,1.507511,1.502711,0.000742,0.000587,0.000155,0,0,0.0,0,0,9,6,4,1,1,1,1,normal,0,ext,ext
1543500,tcp,FIN,1.153963,3612,268,254,252,3,1,-,22953.943,1552.9094,12,6,255,255,2302646492,229034225,301,45,0,0,6879.293,366.21573,99.953636,166.2804,0.18573074,0.098008,0.08856695,0,1,0.0,0,0,1,1,1,1,1,1,1,Exploits,1,ext,ext
225261,tcp,FIN,0.60471,2918,17186,31,29,8,11,-,37651.105,220681.0,40,34,255,255,150875929,151199230,73,505,0,0,2042.5771,2221.0112,15.505385,18.302,0.000747,0.000603,0.000144,0,0,0.0,0,0,10,9,3,3,1,1,2,normal,0,ext,ext
235927,udp,CON,0.000996,130,162,31,29,0,0,dns,522088.34,650602.4,2,2,0,0,0,0,65,81,0,0,0.0,0.0,0.011,0.003,0.0,0.0,0.0,0,0,0.0,0,0,3,4,1,2,2,1,1,normal,0,ext,ext
1243280,tcp,FIN,6.558995,48152,85554,31,29,144,199,ssh,58635.812,104197.67,612,682,255,255,1552228554,3702099742,79,125,0,0,1077.9106,1021.1164,10.822888,9.701814,0.000692,0.00056,0.000132,0,0,0.0,0,0,1,2,5,2,1,1,1,normal,0,ext,ext
307620,tcp,FIN,0.076599,5486,95560,31,29,7,42,-,567004.75,9878458.0,96,98,255,255,2305995120,2317326196,57,975,0,0,0.0,49.72038,0.802958,0.783979,0.000754,0.000549,0.000205,0,0,0.0,0,0,17,7,1,6,1,1,1,normal,0,ext,ext
478679,tcp,FIN,0.021409,37462,3276,31,29,18,8,smtp,13729553.0,1193890.5,52,40,255,255,1881505126,1882580803,720,82,0,0,22.970387,1.049224,0.412882,0.534667,0.000706,0.000552,0.000154,0,0,0.0,0,0,1,1,2,3,1,1,1,normal,0,ext,ext
1048305,tcp,FIN,0.031593,7818,15180,31,29,30,32,-,1963473.0,3813503.2,122,126,255,255,4049520145,4054704200,64,120,0,0,16.478512,14.235076,0.267043,0.25071,0.000633,0.000501,0.000132,0,0,0.0,0,0,4,8,5,2,1,1,1,normal,0,ext,ext
290923,tcp,FIN,0.312399,8928,320,31,29,4,1,ftp-data,212318.22,6837.4097,14,6,255,255,185272904,2674458832,638,53,0,0,2191.7236,93.1913,24.030691,62.3468,0.000685,0.00053,0.000155,0,0,0.0,0,0,3,3,4,3,1,1,2,normal,0,ext,ext
